,transaction_id,product_id,customer_id,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,tenure,DOB_year,DOB_month,DOB_day,DOB_day_of_week,transaction_date_year,transaction_date_month,transaction_date_day,transaction_date_day_of_week,owns_car_Yes,deceased_indicator_Y,online_order_1.0,order_status_Cancelled
2402,2403,13,2382,4,3,3,2,1163.89,589.27,35378.0,1,79.0,12,8,2,4.0,1971,7,5,0,1970,1,1,3,True,False,True,False
2403,2404,15,461,2,3,2,2,958.74,748.9,34244.0,0,19.0,154,3,2,14.0,1979,10,9,1,1970,1,1,3,True,False,True,False
2404,2405,9,1102,3,2,3,2,742.54,667.4,34143.0,0,16.0,134,5,0,15.0,1976,8,17,1,1970,1,1,3,False,False,False,False
2405,2406,21,3409,4,3,3,1,1071.23,380.74,35160.0,0,75.0,57,0,2,16.0,1977,4,29,4,1970,1,1,3,False,False,True,False
2406,2407,83,227,4,4,3,1,2083.94,675.03,41533.0,1,99.0,6,1,2,18.0,1973,8,14,1,1970,1,1,3,False,False,True,False
2407,2408,65,2573,6,3,3,2,1807.45,778.69,42145.0,0,72.0,156,6,2,10.0,1954,9,23,3,1970,1,1,3,False,False,False,False
2408,2409,66,3080,4,3,3,2,1163.89,589.27,42560.0,1,87.0,82,2,1,10.0,1958,10,6,0,1970,1,1,3,False,False,False,False
2409,2410,84,1650,0,2,3,2,792.9,594.68,33879.0,0,44.0,180,6,1,16.0,1980,5,3,5,1970,1,1,3,False,False,True,False
2410,2411,74,1445,6,3,3,2,1228.07,400.91,36668.0,0,57.0,189,4,0,18.0,1973,3,29,3,1970,1,1,3,False,False,True,False
2411,2412,66,1502,0,2,2,3,590.26,525.33,34996.0,0,52.0,56,2,0,11.0,1990,3,26,0,1970,1,1,3,True,False,True,False
2412,2413,2,3271,0,2,2,3,590.26,525.33,42710.0,0,21.0,40,7,1,16.0,1986,4,18,4,1970,1,1,3,True,False,False,False
2413,2414,7,2467,5,2,2,2,980.37,234.43,38216.0,0,71.0,67,5,0,4.0,1975,7,15,1,1970,1,1,3,True,False,True,False
2414,2415,87,2659,3,3,3,2,1636.9,44.71,36668.0,0,81.0,121,0,1,11.0,1974,6,14,4,1970,1,1,3,True,False,False,False
2415,2416,18,473,4,3,3,2,575.27,431.45,34244.0,1,2.0,96,3,2,20.0,1977,3,13,6,1970,1,1,3,True,False,True,False
2416,2417,52,2743,4,2,3,1,1777.8,820.78,39031.0,1,67.0,154,3,1,20.0,1979,5,25,4,1970,1,1,3,True,False,False,False
2417,2418,27,614,5,3,3,2,499.53,388.72,33552.0,0,45.0,106,5,2,11.0,1995,9,12,1,1970,1,1,3,True,False,False,False
2418,2419,75,1175,0,4,3,1,1873.97,863.95,40410.0,1,8.0,93,6,2,8.0,1985,9,22,6,1970,1,1,3,False,False,False,False
2419,2420,70,1073,5,3,1,2,495.72,297.43,38193.0,0,77.0,25,6,0,7.0,1980,2,25,0,1970,1,1,3,True,False,False,False
2420,2421,17,661,6,4,3,1,1362.99,57.74,34079.0,0,35.0,146,4,1,14.0,1988,5,7,5,1970,1,1,3,False,False,False,False
2421,2422,23,3308,2,0,2,3,688.63,612.88,34244.0,0,5.0,49,2,2,14.0,1979,5,20,6,1970,1,1,3,True,False,False,False
2422,2423,66,1880,4,3,3,2,1163.89,589.27,42560.0,1,50.0,106,6,1,17.0,1972,8,11,4,1970,1,1,3,False,False,True,False
2423,2424,86,1599,3,3,3,2,235.63,125.07,38206.0,1,65.0,106,6,0,1.0,1999,11,24,2,1970,1,1,3,False,False,False,False
2424,2425,22,1890,6,3,3,2,60.34,45.26,34165.0,1,89.0,21,2,2,7.0,1972,10,8,6,1970,1,1,3,False,False,False,False
2425,2426,43,3019,4,3,3,2,1151.96,649.49,40672.0,1,98.0,43,5,0,14.0,1986,2,2,6,1970,1,1,3,True,False,True,False
2426,2427,50,2794,6,3,3,3,175.89,131.92,35707.0,0,41.0,154,3,2,18.0,1975,11,6,3,1970,1,1,3,True,False,False,False
2427,2428,7,420,0,3,3,3,1311.44,1167.18,33888.0,1,93.0,87,1,1,7.0,1958,7,5,5,1970,1,1,3,False,False,False,False
2428,2429,39,1205,0,3,3,1,1812.75,582.48,40336.0,1,38.0,38,5,0,13.0,1978,6,5,0,1970,1,1,3,False,False,False,False
2429,2430,92,3249,6,3,3,3,1415.01,1259.36,37539.0,0,46.0,20,5,2,14.0,1981,8,23,6,1970,1,1,3,True,False,False,False
2430,2431,0,1916,4,3,3,2,71.49,53.62,38573.0,1,71.0,46,8,1,7.0,1995,3,5,6,1970,1,1,3,True,False,False,False
2431,2432,82,2312,2,3,1,2,1148.64,689.18,33879.0,0,72.0,22,5,2,18.0,1979,8,10,4,1970,1,1,3,False,False,True,False
2432,2433,44,3499,6,3,3,2,1769.64,108.76,37668.0,1,29.0,106,5,2,7.0,1979,6,17,6,1970,1,1,3,True,False,True,False
2433,2434,63,1348,6,3,3,2,1992.93,762.63,34115.0,1,88.0,187,6,1,13.0,1984,4,10,1,1970,1,1,3,False,False,True,False
2434,2435,4,1858,4,3,3,2,1483.2,99.59,40410.0,0,30.0,153,5,1,11.0,1957,4,26,4,1970,1,1,3,True,False,True,False
2435,2436,9,1182,3,2,3,2,742.54,667.4,39298.0,0,84.0,50,4,2,7.0,1975,1,11,5,1970,1,1,3,True,False,True,False
2436,2437,75,434,0,4,3,1,1873.97,863.95,41533.0,1,93.0,106,2,2,19.0,1995,12,1,4,1970,1,1,3,True,False,False,False
2437,2438,81,3284,2,3,3,3,586.45,521.94,33429.0,0,98.0,40,8,0,2.0,1991,8,28,2,1970,1,1,3,False,False,False,False
2438,2439,43,1445,4,3,3,2,1151.96,649.49,36498.0,0,57.0,189,4,0,18.0,1973,3,29,3,1970,1,1,3,False,False,True,False
2439,2440,40,1328,3,3,1,2,1458.17,874.9,38750.0,1,19.0,37,4,2,6.0,1981,9,2,2,1970,1,1,3,True,False,False,False
2440,2441,43,2538,2,3,3,2,1555.58,818.01,33429.0,0,13.0,106,6,1,20.0,1959,1,22,3,1970,1,1,3,True,False,True,False
2441,2442,75,679,0,4,3,1,1873.97,863.95,38859.0,0,29.0,135,3,2,12.0,1974,10,21,0,1970,1,1,3,False,False,False,False
2442,2443,69,1512,2,2,3,1,1240.31,795.1,40553.0,1,89.0,181,6,1,4.0,1979,4,10,1,1970,1,1,3,False,False,False,False
2443,2444,23,1341,2,0,2,3,688.63,612.88,34244.0,1,65.0,45,2,0,15.0,1986,5,18,6,1970,1,1,3,False,False,True,False
2444,2445,29,2463,2,2,3,2,543.39,407.54,42696.0,0,54.0,118,3,2,12.0,1978,1,30,0,1970,1,1,3,False,False,True,False
2445,2446,38,2275,5,3,3,1,2091.47,388.92,41167.0,0,77.0,90,2,1,8.0,1992,7,19,6,1970,1,1,3,True,False,False,False
2446,2447,65,52,6,3,3,2,1807.45,778.69,40487.0,1,57.0,106,2,2,13.0,1988,6,22,2,1970,1,1,3,True,False,True,False
2447,2448,89,3247,6,4,3,1,1362.99,57.74,37539.0,0,0.0,175,5,2,5.0,1985,4,9,1,1970,1,1,3,True,False,True,False
2448,2449,99,963,5,2,2,3,1720.7,1531.42,41009.0,0,56.0,34,6,1,16.0,1968,7,28,6,1970,1,1,3,True,False,False,False
2449,2450,72,2093,3,3,3,2,912.52,141.4,42295.0,1,94.0,127,2,1,2.0,1999,9,10,4,1970,1,1,3,False,False,True,False
2450,2451,90,2279,2,3,2,2,363.01,290.41,38482.0,1,42.0,90,3,2,3.0,1979,3,19,0,1970,1,1,3,False,False,False,False
2451,2452,96,914,6,2,2,3,1172.78,1043.77,38002.0,1,73.0,39,5,0,2.0,1999,6,16,2,1970,1,1,3,True,False,True,False
2452,2453,56,2341,3,3,3,2,183.86,137.9,40779.0,2,41.0,189,4,2,10.683238709017441,1977,8,31,2,1970,1,1,3,True,False,True,False
2453,2454,40,1075,5,2,3,1,1894.19,598.76,37823.0,1,26.0,19,5,1,7.0,1967,7,25,1,1970,1,1,3,False,False,False,False
2454,2455,45,3083,4,3,3,2,441.49,84.99,41064.0,1,44.0,106,6,2,12.0,1971,10,17,6,1970,1,1,3,True,False,True,False
2455,2456,38,2605,5,3,3,1,2091.47,388.92,35470.0,1,50.0,100,3,1,18.0,1965,2,3,2,1970,1,1,3,True,False,True,False
2456,2457,75,2255,0,4,3,1,1873.97,863.95,40553.0,1,92.0,55,3,0,5.0,1992,7,11,5,1970,1,1,3,True,False,True,False
2457,2458,12,2067,6,3,3,2,1231.15,161.6,38216.0,1,81.0,135,3,2,17.0,1979,5,5,5,1970,1,1,3,False,False,True,False
2458,2459,68,1793,3,3,3,2,1636.9,44.71,34996.0,1,19.0,14,2,2,2.0,1989,6,14,2,1970,1,1,3,True,False,False,False
2459,2460,56,1640,2,0,2,3,688.63,612.88,34115.0,1,37.0,6,6,1,3.0,1995,2,17,4,1970,1,1,3,True,False,True,False
2460,2461,57,270,6,4,3,1,1890.39,260.14,42295.0,0,38.0,36,6,2,17.0,1970,12,10,3,1970,1,1,3,True,False,True,False
2461,2462,86,805,3,3,3,2,235.63,125.07,38206.0,0,48.0,64,5,2,10.0,1960,4,19,1,1970,1,1,3,False,False,False,False
2462,2463,2,3500,4,3,3,2,71.49,53.62,41245.0,0,71.0,106,1,0,17.0,1967,7,21,4,1970,1,1,3,False,False,False,False
2463,2464,25,985,3,3,1,2,2005.66,1203.4,41009.0,0,29.0,87,8,1,15.0,1970,9,30,2,1970,1,1,3,False,False,False,False
2464,2465,3,363,5,3,3,1,2091.47,388.92,42218.0,0,82.0,130,8,2,7.0,1988,3,4,4,1970,1,1,3,True,False,True,False
2465,2466,21,3286,4,3,3,1,1071.23,380.74,35160.0,1,23.0,23,1,2,20.0,1961,6,2,4,1970,1,1,3,False,False,False,False
2466,2467,51,3036,3,3,1,2,2005.66,1203.4,42295.0,0,24.0,38,7,0,11.0,1977,4,17,6,1970,1,1,3,True,False,False,False
2467,2468,14,568,5,3,3,3,1386.84,1234.29,37838.0,1,32.0,187,5,2,13.0,1957,12,15,6,1970,1,1,3,False,False,True,False
2468,2469,79,2471,2,3,3,2,1555.58,818.01,35667.0,1,55.0,77,5,2,8.0,1978,12,20,2,1970,1,1,3,True,False,True,False
2469,2470,55,1827,5,2,3,1,1894.19,598.76,37823.0,0,92.0,147,8,0,18.0,1978,1,15,6,1970,1,1,3,True,False,False,False
2470,2471,29,2786,2,2,3,2,543.39,407.54,36361.0,1,94.0,8,3,2,11.0,1968,1,21,6,1970,1,1,3,True,False,False,False
2471,2472,97,263,3,2,3,2,742.54,667.4,33549.0,0,89.0,55,3,1,7.0,1985,11,19,1,1970,1,1,3,False,False,True,False
2472,2473,14,2277,4,3,1,1,1842.92,1105.75,41922.0,0,44.0,49,2,1,7.0,1963,8,22,3,1970,1,1,3,True,False,False,False
2473,2474,49,1321,5,2,3,2,533.51,400.13,41064.0,0,29.0,63,0,0,8.0,1994,7,5,1,1970,1,1,3,False,False,False,False
2474,2475,77,2065,2,2,3,1,1240.31,795.1,42218.0,1,66.0,182,8,2,12.0,1978,3,13,0,1970,1,1,3,True,False,True,False
2475,2476,64,3055,5,3,3,1,1469.44,596.55,41922.0,0,96.0,76,6,2,2.0,1999,8,23,0,1970,1,1,3,True,False,True,False
2476,2477,39,1570,0,3,3,1,1812.75,582.48,40336.0,0,70.0,167,1,2,17.0,1995,11,20,0,1970,1,1,3,False,False,True,False
2477,2478,0,676,2,2,3,2,544.05,376.84,42710.0,1,51.0,150,6,1,14.0,1968,5,19,6,1970,1,1,3,True,False,True,False
2478,2479,26,273,6,3,3,2,1992.93,762.63,34115.0,1,54.0,48,6,2,19.0,1963,4,22,0,1970,1,1,3,False,False,True,False
2479,2480,44,3054,6,3,3,2,1769.64,108.76,40672.0,0,94.0,115,5,0,16.0,1965,7,14,2,1970,1,1,3,False,False,True,False
2480,2481,19,2479,3,2,1,1,12.01,7.21,39880.0,0,81.0,43,8,2,5.0,1996,11,6,2,1970,1,1,3,False,False,True,False
2481,2482,63,2929,4,3,3,2,1483.2,99.59,36146.0,1,97.0,108,8,2,2.0,1999,7,28,2,1970,1,1,3,False,False,True,True
2482,2483,0,385,5,3,3,2,499.53,388.72,37668.0,1,69.0,130,3,1,9.0,1966,12,7,2,1970,1,1,3,False,False,False,False
2483,2484,35,75,5,3,2,2,1057.51,154.4,34527.0,0,28.0,185,7,2,19.0,1978,7,15,5,1970,1,1,3,False,False,False,False
2484,2485,38,2112,4,3,3,2,1577.53,826.51,36498.0,0,64.0,10,2,2,6.0,1993,5,17,0,1970,1,1,3,True,False,False,False
2485,2486,66,982,4,3,3,2,1163.89,589.27,41345.0,1,14.0,80,3,1,6.0,1960,2,12,4,1970,1,1,3,True,False,False,False
2486,2487,90,1885,4,3,2,2,945.04,507.58,35560.0,1,18.0,155,3,1,11.0,1982,10,27,2,1970,1,1,3,True,False,False,False
2487,2488,31,67,0,3,3,2,230.91,173.18,39031.0,1,67.0,193,8,2,18.0,1960,6,14,1,1970,1,1,3,False,False,False,False
2488,2489,63,174,4,3,3,2,1483.2,99.59,36146.0,0,93.0,74,3,2,12.0,1989,11,26,6,1970,1,1,3,False,False,False,False
2489,2490,95,2170,0,3,3,1,569.56,528.43,37874.0,1,27.0,77,5,0,6.0,1963,4,27,5,1970,1,1,3,False,False,False,False
2490,2491,87,1655,0,3,1,2,1179.0,707.4,38482.0,1,38.0,64,5,0,13.0,1983,2,15,1,1970,1,1,3,True,False,True,False
2491,2492,77,1593,2,2,3,1,1240.31,795.1,40553.0,0,69.0,180,4,2,17.0,1979,10,11,3,1970,1,1,3,False,False,False,False
2492,2493,65,1443,6,3,3,2,1807.45,778.69,37499.0,0,47.0,106,2,0,22.0,1986,7,25,4,1970,1,1,3,True,False,False,False
2493,2494,20,3472,5,3,3,3,1775.81,1580.47,34115.0,1,10.0,184,8,0,18.0,1977,6,27,0,1970,1,1,3,True,False,False,False
2494,2495,84,3185,5,2,3,2,290.62,215.14,38339.0,1,25.0,151,2,2,10.0,1956,1,18,2,1970,1,1,3,False,False,False,False
2495,2496,0,3490,3,3,1,2,227.88,136.73,37659.0,1,45.0,185,2,1,14.0,1980,6,21,5,1970,1,1,3,False,False,False,False
2496,2497,83,2883,4,4,3,1,2083.94,675.03,36367.0,1,84.0,116,2,2,2.0,1995,5,19,4,1970,1,1,3,True,False,True,False
2497,2498,67,1371,2,2,3,2,544.05,376.84,37499.0,0,39.0,56,8,2,13.0,1959,8,2,6,1970,1,1,3,True,False,False,False
2498,2499,34,382,2,2,1,1,774.53,464.72,40618.0,1,68.0,141,3,2,7.0,1985,8,14,2,1970,1,1,3,True,False,True,False
2499,2500,58,346,3,3,3,2,912.52,141.4,42295.0,1,68.0,73,2,2,3.0,1981,3,15,6,1970,1,1,3,False,False,False,False
2500,2501,59,9,4,3,3,1,1061.56,733.58,42172.0,0,97.0,38,0,0,8.0,1973,3,10,5,1970,1,1,3,True,False,False,False
2501,2502,12,318,6,3,3,2,1231.15,161.6,34586.0,0,21.0,128,8,0,18.0,1969,5,19,0,1970,1,1,3,True,False,False,False
2502,2503,58,408,3,3,3,2,912.52,141.4,42295.0,1,79.0,151,2,0,11.0,1991,8,31,5,1970,1,1,3,False,False,False,False
2503,2504,41,2399,2,3,2,2,958.74,748.9,40303.0,0,20.0,155,5,1,14.0,1980,6,11,2,1970,1,1,3,True,False,True,False
2504,2505,0,858,4,3,3,2,441.49,84.99,41009.0,0,79.0,95,2,1,9.0,1980,6,2,0,1970,1,1,3,True,False,False,False
2505,2506,35,1126,5,3,2,2,1057.51,154.4,34527.0,0,77.0,71,6,2,14.0,1973,9,27,3,1970,1,1,3,False,False,True,False
2506,2507,64,3042,0,3,1,3,1977.36,1759.85,40410.0,1,76.0,66,7,1,15.0,1971,3,17,2,1970,1,1,3,True,False,False,False
2507,2508,70,2110,2,2,3,2,1036.59,206.35,33364.0,1,29.0,91,5,1,14.0,1973,7,31,1,1970,1,1,3,False,False,True,False
2508,2509,35,3337,5,3,2,2,1057.51,154.4,35560.0,1,58.0,106,0,2,16.0,1976,10,28,3,1970,1,1,3,True,False,True,False
2509,2510,52,837,3,2,3,2,1280.28,829.51,40779.0,1,4.0,95,6,2,13.0,1957,1,11,4,1970,1,1,3,True,False,True,False
2510,2511,36,1465,4,3,2,2,945.04,507.58,40672.0,0,53.0,101,2,2,5.0,1971,2,18,3,1970,1,1,3,True,False,False,False
2511,2512,26,2665,6,3,3,2,1992.93,762.63,42218.0,1,43.0,130,9,2,17.0,1965,3,28,6,1970,1,1,3,True,False,True,False
2512,2513,0,289,3,3,3,2,183.86,137.9,35707.0,0,43.0,42,3,1,10.0,1970,4,12,6,1970,1,1,3,False,False,False,False
2513,2514,90,2399,4,3,2,2,945.04,507.58,35052.0,0,20.0,155,5,1,14.0,1980,6,11,2,1970,1,1,3,True,False,False,False
2514,2515,4,2202,0,3,1,2,1129.13,677.48,38258.0,0,46.0,119,2,0,8.0,1977,8,19,4,1970,1,1,3,True,False,True,False
2515,2516,69,851,0,2,3,2,792.9,594.68,33552.0,0,19.0,130,6,0,2.0,1987,12,30,2,1970,1,1,3,True,False,True,False
2516,2517,34,3218,2,2,1,1,774.53,464.72,37823.0,0,38.0,94,0,2,22.0,1976,2,12,3,1970,1,1,3,True,False,True,False
2517,2518,81,857,4,3,3,2,1151.96,649.49,35470.0,0,15.0,76,6,1,4.0,1964,8,14,4,1970,1,1,3,False,False,True,False
2518,2519,1,3361,0,3,3,2,1403.5,954.82,38482.0,0,68.0,76,7,2,9.0,1968,1,20,5,1970,1,1,3,True,False,False,False
2519,2520,18,1145,4,3,3,2,575.27,431.45,35160.0,0,80.0,106,7,2,14.0,1965,9,26,6,1970,1,1,3,True,False,False,False
2520,2521,91,2560,4,3,3,2,100.35,75.26,36367.0,1,7.0,61,6,2,21.0,1980,10,1,2,1970,1,1,3,False,False,False,False
2521,2522,56,272,3,3,3,2,183.86,137.9,41047.0,0,22.0,120,8,2,1.0,1987,6,6,5,1970,1,1,3,True,False,True,False
2522,2523,82,3195,2,3,1,2,1148.64,689.18,42226.0,0,4.0,180,5,2,18.0,1981,3,30,0,1970,1,1,3,False,False,True,False
2523,2524,0,2089,4,2,3,2,416.98,312.74,35560.0,1,93.0,142,2,1,15.0,1958,1,7,1,1970,1,1,3,False,False,True,False
2524,2525,48,1837,6,3,3,2,1762.96,950.52,41064.0,1,9.0,0,5,2,19.0,1973,12,29,5,1970,1,1,3,True,False,False,False
2525,2526,0,1922,5,2,3,2,533.51,400.13,35707.0,0,7.0,164,6,1,5.0,1969,11,11,1,1970,1,1,3,True,False,False,False
2526,2527,15,3149,2,3,2,2,958.74,748.9,34165.0,0,31.0,180,6,0,5.0,1980,9,3,2,1970,1,1,3,True,False,True,False
2527,2528,14,2647,4,3,1,1,1842.92,1105.75,34996.0,2,1.0,119,4,1,10.683238709017441,1977,8,31,2,1970,1,1,3,False,False,True,False
2528,2529,65,2308,6,3,3,2,1807.45,778.69,42710.0,0,52.0,116,2,2,17.0,1963,3,19,1,1970,1,1,3,True,False,True,False
2529,2530,56,1151,2,0,2,3,688.63,612.88,40670.0,0,27.0,185,0,1,19.0,1965,4,6,1,1970,1,1,3,True,False,False,False
2530,2531,58,2142,3,3,3,2,912.52,141.4,42295.0,0,61.0,33,6,0,7.0,1979,7,2,0,1970,1,1,3,False,False,True,False
2531,2532,18,553,4,3,3,2,575.27,431.45,42404.0,0,62.0,153,0,0,7.0,1979,5,12,5,1970,1,1,3,True,False,False,False
2532,2533,6,1048,3,3,1,2,227.88,136.73,37659.0,1,99.0,95,6,0,15.0,1976,6,8,1,1970,1,1,3,False,False,True,False
2533,2534,84,5,5,2,3,2,290.62,215.14,37626.0,0,56.0,150,6,0,8.0,1977,5,13,4,1970,1,1,3,True,False,False,False
2534,2535,88,2872,2,3,3,2,1198.46,381.1,37626.0,0,52.0,24,3,0,17.0,1974,2,17,6,1970,1,1,3,True,False,False,False
2535,2536,71,636,4,3,1,1,1842.92,1105.75,34996.0,0,42.0,177,6,2,19.0,1971,9,2,3,1970,1,1,3,False,False,False,False
2536,2537,95,2797,0,3,3,1,569.56,528.43,38002.0,0,6.0,106,4,2,14.0,1985,9,10,1,1970,1,1,3,True,False,True,False
2537,2538,61,2784,3,3,2,2,71.16,56.93,42172.0,1,6.0,77,5,2,13.0,1989,8,9,2,1970,1,1,3,False,False,False,False
2538,2539,73,57,4,3,3,2,1945.43,333.18,33429.0,1,87.0,40,6,2,13.0,1988,6,13,0,1970,1,1,3,True,False,False,False
2539,2540,31,291,0,3,3,2,230.91,173.18,39031.0,0,63.0,23,1,2,4.0,1971,10,22,4,1970,1,1,3,False,False,True,False
2540,2541,72,1750,2,3,3,2,360.4,270.3,38859.0,1,14.0,95,1,2,16.0,1959,5,13,2,1970,1,1,3,True,False,True,False
2541,2542,10,3480,6,4,3,2,1466.68,363.25,41701.0,1,30.0,106,6,2,20.0,1959,6,24,2,1970,1,1,3,False,False,False,False
2542,2543,75,2490,0,4,3,1,1873.97,863.95,33429.0,1,28.0,106,3,2,5.0,1987,10,1,3,1970,1,1,3,True,False,False,False
2543,2544,100,536,2,2,3,2,1036.59,206.35,41922.0,0,64.0,134,5,0,16.0,1959,4,7,1,1970,1,1,3,False,False,False,False
2544,2545,2,1591,4,3,3,2,71.49,53.62,33549.0,1,4.0,115,5,2,14.0,1976,9,14,1,1970,1,1,3,True,False,False,False
2545,2546,92,1797,6,3,3,3,1415.01,1259.36,37626.0,1,49.0,24,6,2,8.0,1974,5,16,3,1970,1,1,3,False,False,True,False
2546,2547,99,1919,3,3,3,2,1227.34,770.89,34556.0,1,40.0,185,0,2,19.0,1960,12,23,4,1970,1,1,3,True,False,False,False
2547,2548,48,654,6,3,3,2,1762.96,950.52,41848.0,0,2.0,19,5,0,5.0,1993,5,19,2,1970,1,1,3,False,False,False,False
2548,2549,89,473,6,4,3,1,1362.99,57.74,37539.0,1,2.0,96,3,2,20.0,1977,3,13,6,1970,1,1,3,True,False,True,False
2549,2550,86,1574,3,3,3,2,235.63,125.07,37626.0,1,16.0,51,6,0,2.0,1995,11,15,2,1970,1,1,3,True,False,True,False
2550,2551,90,2109,4,3,2,2,945.04,507.58,35560.0,0,14.0,3,3,1,18.0,1965,4,13,1,1970,1,1,3,True,False,False,False
2551,2552,91,2104,4,3,3,2,100.35,75.26,36367.0,0,31.0,174,2,2,11.0,1979,1,29,0,1970,1,1,3,False,False,False,False
2552,2553,7,1250,5,2,2,2,980.37,234.43,38258.0,0,42.0,88,5,2,1.0,2001,11,2,4,1970,1,1,3,False,False,True,False
2553,2554,70,1946,5,3,1,2,495.72,297.43,42105.0,1,37.0,178,6,2,8.0,1959,1,4,6,1970,1,1,3,False,False,True,False
2554,2555,62,2388,4,3,3,2,478.16,298.72,34143.0,1,84.0,49,2,2,1.0,1997,5,28,2,1970,1,1,3,False,False,True,False
2555,2556,80,2193,3,4,2,2,1073.07,933.84,41533.0,1,66.0,60,6,2,6.0,1955,12,16,4,1970,1,1,3,True,False,False,False
2556,2557,69,39,0,2,3,2,792.9,594.68,33879.0,1,5.0,23,1,2,22.0,1979,4,16,0,1970,1,1,3,False,False,False,False
2557,2558,10,3007,6,4,3,2,1466.68,363.25,41701.0,1,38.0,70,5,2,16.0,1973,5,22,1,1970,1,1,3,False,False,False,False
2558,2559,59,2435,4,3,3,1,1061.56,733.58,34170.0,0,69.0,0,5,2,14.0,1961,8,12,5,1970,1,1,3,False,False,True,False
2559,2560,42,2918,3,2,3,3,1810.0,1610.9,39427.0,0,58.0,106,2,2,5.0,1989,2,15,2,1970,1,1,3,True,False,True,False
2560,2561,0,1942,3,2,1,1,12.01,7.21,39880.0,1,0.0,123,2,1,19.0,1987,1,8,3,1970,1,1,3,False,False,True,False
2561,2562,35,2514,0,3,3,2,1403.5,954.82,37659.0,1,25.0,151,2,1,17.0,1975,8,11,0,1970,1,1,3,True,False,True,False
2562,2563,8,3246,4,2,3,3,1703.52,1516.13,38693.0,0,73.0,148,2,2,4.0,1968,5,20,0,1970,1,1,3,True,False,True,False
2563,2564,18,2495,4,3,3,2,575.27,431.45,41345.0,0,89.0,24,4,0,17.0,1953,11,12,3,1970,1,1,3,False,False,False,False
2564,2565,6,3137,3,3,1,2,227.88,136.73,37659.0,0,48.0,190,6,2,9.0,1993,3,13,5,1970,1,1,3,False,False,True,False
2565,2566,75,2173,0,4,3,1,1873.97,863.95,38193.0,0,27.0,88,4,2,22.0,1976,9,21,1,1970,1,1,3,True,False,False,False
2566,2567,28,190,2,3,3,3,1216.14,1082.36,33455.0,0,42.0,135,3,0,10.0,1979,2,4,6,1970,1,1,3,False,False,True,False
2567,2568,58,1473,3,3,3,2,912.52,141.4,42145.0,1,49.0,185,6,2,20.0,1960,4,21,3,1970,1,1,3,True,False,True,False
2568,2569,39,2170,0,3,3,1,1812.75,582.48,40336.0,1,27.0,77,5,0,6.0,1963,4,27,5,1970,1,1,3,False,False,True,False
2569,2570,22,3357,6,3,3,2,60.34,45.26,34165.0,1,25.0,56,5,0,4.0,1999,2,1,0,1970,1,1,3,False,False,False,False
2570,2571,78,653,0,3,3,1,1765.3,709.48,37873.0,1,68.0,82,2,0,19.0,1968,1,28,6,1970,1,1,3,True,False,False,False
2571,2572,2,593,4,3,3,2,71.49,53.62,41245.0,1,64.0,174,6,2,4.0,1984,8,7,1,1970,1,1,3,False,False,False,False
2572,2573,27,2109,5,3,2,2,1057.51,154.4,35560.0,0,14.0,3,3,1,18.0,1965,4,13,1,1970,1,1,3,True,False,True,False
2573,2574,70,1318,5,3,1,2,495.72,297.43,38193.0,0,10.0,149,2,2,4.0,1966,8,17,2,1970,1,1,3,True,False,False,False
2574,2575,64,1291,5,3,3,1,1469.44,596.55,41047.0,1,0.0,132,3,2,12.0,1980,8,16,5,1970,1,1,3,False,False,True,False
2575,2576,72,1763,2,3,3,2,360.4,270.3,41922.0,0,96.0,26,5,0,7.0,1994,10,30,6,1970,1,1,3,True,False,True,False
2576,2577,80,906,5,3,3,1,1469.44,596.55,33879.0,1,73.0,73,2,1,3.0,1998,12,30,2,1970,1,1,3,True,False,False,False
2577,2578,92,3312,6,4,3,1,1890.39,260.14,33259.0,2,49.0,19,4,1,10.683238709017441,1977,8,31,2,1970,1,1,3,False,False,True,False
2578,2579,63,1916,6,3,3,2,1992.93,762.63,42696.0,1,71.0,46,8,1,7.0,1995,3,5,6,1970,1,1,3,True,False,True,False
2579,2580,50,99,6,3,3,3,175.89,131.92,37668.0,1,97.0,183,2,2,3.0,1998,6,13,5,1970,1,1,3,False,False,True,False
2580,2581,17,1290,6,4,3,1,1362.99,57.74,36367.0,1,49.0,184,2,1,6.0,1967,8,8,1,1970,1,1,3,True,False,False,False
2581,2582,3,173,5,3,3,1,2091.47,388.92,40670.0,0,99.0,76,3,0,1.0,1997,1,2,3,1970,1,1,3,False,False,False,False
2582,2583,3,851,5,3,3,1,2091.47,388.92,40336.0,0,19.0,130,6,0,2.0,1987,12,30,2,1970,1,1,3,True,False,True,False
2583,2584,14,738,5,3,3,3,1386.84,1234.29,37838.0,0,51.0,106,0,2,9.0,1984,12,8,5,1970,1,1,3,True,False,False,False
2584,2585,9,646,3,2,3,2,742.54,667.4,34143.0,0,3.0,93,5,0,13.0,1973,7,22,6,1970,1,1,3,False,False,True,False
2585,2586,77,1713,6,3,3,2,1769.64,108.76,41064.0,0,89.0,181,8,1,21.0,1988,11,8,1,1970,1,1,3,True,False,False,False
2586,2587,30,58,4,3,1,2,748.17,448.9,36361.0,0,26.0,113,2,0,17.0,1967,7,4,1,1970,1,1,3,True,False,False,False
